authority,authority_type,authority_type_zh,authority_type_en,matched_keyword,occurrence_count
西安市司法局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",司法,1
中共西安市教育局委员会,education_talent,教育与人才培养,Education and talent,教育,1
中共西安市雁塔区委,party_government_general,党政综合与战略协调,Party-government general,中共,1
西安市雁塔区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
咸阳市人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
安康市人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
西安市人事局,other_unclear,其他或无法判定,Other or unclear,,1
中共西安市委宣传部,public_science_culture,宣传文化与公众科学,Public science and culture,宣传,1
中共西安市委网信办,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",网信,1
共青团西安市委员会,party_government_general,党政综合与战略协调,Party-government general,市委,1
西安市农业农村局,sectoral_public_services,行业应用与公共服务,Sectoral public services,农业,1
西安市少工委,other_unclear,其他或无法判定,Other or unclear,,1
西安市工业和信息化局,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",工业和信息化,1
西安市文物局,public_science_culture,宣传文化与公众科学,Public science and culture,文物,1
西安市生态环境局,sectoral_public_services,行业应用与公共服务,Sectoral public services,生态环境,1
西安市科学技术协会,public_science_culture,宣传文化与公众科学,Public science and culture,科学技术协会,1
陕西省交通运输厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,交通,1
陕西省实施放心粮油全覆盖工程领导小组办公室,other_unclear,其他或无法判定,Other or unclear,,1
陕西省扶贫开发办公室,other_unclear,其他或无法判定,Other or unclear,,1
陕西省工商业联合会,other_unclear,其他或无法判定,Other or unclear,,1
陕西省自然资源厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,自然资源,1
陕西省西咸新区党政办公室,other_unclear,其他或无法判定,Other or unclear,,1
中共晋城市委组织部,party_government_general,党政综合与战略协调,Party-government general,中共,1
太原市尖草坪区人民政府,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
中共大同市委宣传部,public_science_culture,宣传文化与公众科学,Public science and culture,宣传,1
大同市科学技术协会,public_science_culture,宣传文化与公众科学,Public science and culture,科学技术协会,1
大同市科学技术局,science_technology,科技创新与科研管理,Science and technology,科学技术,1
太原市卫生健康委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生健康,1
太原市民政局,sectoral_public_services,行业应用与公共服务,Sectoral public services,民政,1
太原市终身教育与学习型社会建设促进委员会,education_talent,教育与人才培养,Education and talent,教育,1
山西省中小企业局,other_unclear,其他或无法判定,Other or unclear,,1
中国银行保险监督管理委员会山西监管局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,银行保险监督,1
山西省农业农村厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,农业,1
山西省退役军人事务厅,other_unclear,其他或无法判定,Other or unclear,,1
山西省教育体制改革领导小组,education_talent,教育与人才培养,Education and talent,教育,1
山西省学位委员会,education_talent,教育与人才培养,Education and talent,学位,1
山西省水利厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,水利,1
山西省脱贫攻坚领导小组,other_unclear,其他或无法判定,Other or unclear,,1
山西科学传播年度评选活动组委会,other_unclear,其他或无法判定,Other or unclear,,1
东营市教育局,education_talent,教育与人才培养,Education and talent,教育,1
东营市财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
中共德州市委,party_government_general,党政综合与战略协调,Party-government general,中共,1
济南市科学技术协会,public_science_culture,宣传文化与公众科学,Public science and culture,科学技术协会,1
中共济南市委教育工委,education_talent,教育与人才培养,Education and talent,教育,1
中共济南市委组织部,party_government_general,党政综合与战略协调,Party-government general,中共,1
济南市财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
中共淄博市委教育工委,education_talent,教育与人才培养,Education and talent,教育,1
临沂市人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
山东省农业厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,农业,1
山东省卫生和计划生育委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生,1
中共山东省委教育工委,education_talent,教育与人才培养,Education and talent,教育,1
山东省经济贸易委员会,other_unclear,其他或无法判定,Other or unclear,,1
山东省地方税务局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,税务,1
山东省安全生产监督管理局,law_regulation_security,法规司法与监管安全,"Law, regulation and security",安全,1
山东省生态环境厅,sectoral_public_services,行业应用与公共服务,Sectoral public services,生态环境,1
中国保险监督管理委员会山东监管局,other_unclear,其他或无法判定,Other or unclear,,1
日照市人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
枣庄市农业农村局,sectoral_public_services,行业应用与公共服务,Sectoral public services,农业,1
济南市卫生健康委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,卫生健康,1
淄博市委统筹疫情防控和经济运行工作领导小组（指挥部）办公室,party_government_general,党政综合与战略协调,Party-government general,市委,1
中国人民银行淄博市中心支行,macro_finance,宏观规划与财政资源配置,Macro planning and finance,人民银行,1
淄博市发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,1
淄博市经济和信息化委员会,digital_industry_data,工业信息化与数据治理,"Digital, industry and data",经济和信息化,1
淄博市财政局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,财政,1
滨州市科学技术局,science_technology,科技创新与科研管理,Science and technology,科学技术,1
潍坊市人大(含常委会),law_regulation_security,法规司法与监管安全,"Law, regulation and security",人大,1
潍坊市教育局,education_talent,教育与人才培养,Education and talent,教育,1
青岛市农业委员会,sectoral_public_services,行业应用与公共服务,Sectoral public services,农业,1
青岛市审计局,macro_finance,宏观规划与财政资源配置,Macro planning and finance,审计,1
青岛市发展和改革委员会,macro_finance,宏观规划与财政资源配置,Macro planning and finance,发展和改革,1
